#label	HHS_region	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_display_name	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	biosample_acc	collected_by	collection_date	complete_fl	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	outbreak	sample_name	scientific_name	serovar	species_taxid	sra_center	sra_release_date	strain	sub_species	target_acc	target_creation_date	tax-id	wgs_acc_prefix	wgs_master_acc
PDT000088745.1|SAMEA3556508|GCA_001407035.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407035.1	4_S4	Contig	16954	1654423	210	NULL	Generic	PRJEB10936	SAMEA3556508	NULL	2010	1	2506108	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088745.1	2015-10-22	197	CZHT	CZHT00000000.1
PDT000088746.1|SAMEA3556517|GCA_001407055.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407055.1	14_S13	Contig	14046	1578364	213	NULL	Generic	PRJEB10936	SAMEA3556517	NULL	2010	1	2506128	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088746.1	2015-10-22	197	CZIM	CZIM00000000.1
PDT000088747.1|SAMEA3556550|GCA_001407075.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407075.1	47_S45	Contig	88633	1781547	100	NULL	Generic	PRJEB10936	SAMEA3556550	NULL	2010	1	2506148	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088747.1	2015-10-22	197	CZIQ	CZIQ00000000.1
PDT000088748.1|SAMEA3556521|GCA_001407095.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407095.1	18_S17	Contig	103087	1741803	87	NULL	Generic	PRJEB10936	SAMEA3556521	NULL	2010	1	2506168	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088748.1	2015-10-22	197	CZIP	CZIP00000000.1
PDT000088749.1|SAMEA3556505|GCA_001407115.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407115.1	1_S1	Contig	30968	1820394	177	NULL	Generic	PRJEB10936	SAMEA3556505	NULL	2010	1	2506188	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088749.1	2015-10-22	197	CZHG	CZHG00000000.1
PDT000088750.1|SAMEA3556551|GCA_001407135.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407135.1	49_S46	Contig	60667	1693841	74	NULL	Generic	PRJEB10936	SAMEA3556551	NULL	2010	1	2506208	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088750.1	2015-10-22	197	CZHH	CZHH00000000.1
PDT000088751.1|SAMEA3556543|GCA_001407195.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407195.1	40_S38	Contig	31897	1669573	95	NULL	Generic	PRJEB10936	SAMEA3556543	NULL	2010	1	2506268	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088751.1	2015-10-22	197	CZHR	CZHR00000000.1
PDT000088752.1|SAMEA3556566|GCA_001407315.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407315.1	64_S62	Contig	66082	1657224	82	NULL	Generic	PRJEB10936	SAMEA3556566	NULL	2010	1	2506368	NULL	Environmental	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088752.1	2015-10-22	197	CZJK	CZJK00000000.1
PDT000088753.1|SAMEA3556510|GCA_001407345.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407345.1	7_S6	Contig	22826	1719159	162	NULL	Generic	PRJEB10936	SAMEA3556510	NULL	2010	1	2506408	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088753.1	2015-10-22	197	CZIL	CZIL00000000.1
PDT000088754.1|SAMEA3556509|GCA_001407365.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407365.1	5_S5	Contig	20468	1666754	163	NULL	Generic	PRJEB10936	SAMEA3556509	NULL	2010	1	2506428	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088754.1	2015-10-22	197	CZIE	CZIE00000000.1
PDT000088755.1|SAMEA3556532|GCA_001407415.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407415.1	28_S27	Contig	51243	1703717	113	NULL	Generic	PRJEB10936	SAMEA3556532	NULL	2010	1	2506488	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088755.1	2015-10-22	197	CZHM	CZHM00000000.1
PDT000088756.1|SAMEA3556542|GCA_001407435.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407435.1	39_S37	Contig	48829	1695158	211	NULL	Generic	PRJEB10936	SAMEA3556542	NULL	2010	1	2506508	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088756.1	2015-10-22	197	CZHS	CZHS00000000.1
PDT000088757.1|SAMEA3556549|GCA_001407455.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407455.1	46_S44	Contig	78460	1703404	91	NULL	Generic	PRJEB10936	SAMEA3556549	NULL	2010	1	2506528	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088757.1	2015-10-22	197	CZHQ	CZHQ00000000.1
PDT000088758.1|SAMEA3556524|GCA_001407475.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407475.1	21_S20	Contig	58616	1835862	113	NULL	Generic	PRJEB10936	SAMEA3556524	NULL	2010	1	2506548	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088758.1	2015-10-22	197	CZHW	CZHW00000000.1
PDT000088759.1|SAMEA3556506|GCA_001407495.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407495.1	2_S2	Contig	47759	1729882	115	NULL	Generic	PRJEB10936	SAMEA3556506	NULL	2010	1	2506568	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088759.1	2015-10-22	197	CZIK	CZIK00000000.1
PDT000088760.1|SAMEA3556562|GCA_001407515.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407515.1	60_S58	Contig	112931	1663771	44	NULL	Generic	PRJEB10936	SAMEA3556562	NULL	2010	1	2506588	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088760.1	2015-10-22	197	CZJF	CZJF00000000.1
PDT000088761.1|SAMEA3556538|GCA_001407535.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407535.1	34_S33	Contig	50508	1634207	76	NULL	Generic	PRJEB10936	SAMEA3556538	NULL	2010	1	2506608	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088761.1	2015-10-22	197	CZHK	CZHK00000000.1
PDT000088762.1|SAMEA3556568|GCA_001407555.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407555.1	66_S64	Contig	71957	1685301	54	NULL	Generic	PRJEB10936	SAMEA3556568	NULL	2010	1	2506628	NULL	Environmental	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088762.1	2015-10-22	197	CZJO	CZJO00000000.1
PDT000088763.1|SAMEA3556556|GCA_001407575.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407575.1	54_S52	Contig	31825	1586998	100	NULL	Generic	PRJEB10936	SAMEA3556556	NULL	2010	1	2506648	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088763.1	2015-10-22	197	CZJC	CZJC00000000.1
PDT000088764.1|SAMEA3556544|GCA_001407595.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407595.1	41_S39	Contig	52126	1647257	81	NULL	Generic	PRJEB10936	SAMEA3556544	NULL	2010	1	2506668	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088764.1	2015-10-22	197	CZIU	CZIU00000000.1
PDT000088765.1|SAMEA3556547|GCA_001407615.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407615.1	44_S42	Contig	10301	1797709	295	NULL	Generic	PRJEB10936	SAMEA3556547	NULL	2010	1	2506688	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088765.1	2015-10-22	197	CZHU	CZHU00000000.1
PDT000088766.1|SAMEA3556530|GCA_001407635.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407635.1	26_S25	Contig	24743	1684352	132	NULL	Generic	PRJEB10936	SAMEA3556530	NULL	2010	1	2506708	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088766.1	2015-10-22	197	CZIR	CZIR00000000.1
PDT000088767.1|SAMEA3556553|GCA_001407655.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407655.1	51_S49	Contig	47973	1645555	80	NULL	Generic	PRJEB10936	SAMEA3556553	NULL	2010	1	2506728	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088767.1	2015-10-22	197	CZIF	CZIF00000000.1
PDT000088768.1|SAMEA3556539|GCA_001407675.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407675.1	35_S34	Contig	146907	1658021	60	NULL	Generic	PRJEB10936	SAMEA3556539	NULL	2010	1	2506748	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088768.1	2015-10-22	197	CZIW	CZIW00000000.1
PDT000088769.1|SAMEA3556528|GCA_001407695.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407695.1	24_S23	Contig	43356	1646597	76	NULL	Generic	PRJEB10936	SAMEA3556528	NULL	2010	1	2506768	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088769.1	2015-10-22	197	CZIA	CZIA00000000.1
PDT000088770.1|SAMEA3556565|GCA_001407715.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407715.1	63_S61	Contig	50754	1606345	77	NULL	Generic	PRJEB10936	SAMEA3556565	NULL	2010	1	2506788	NULL	Environmental	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088770.1	2015-10-22	197	CZJL	CZJL00000000.1
PDT000088771.1|SAMEA3556563|GCA_001407735.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407735.1	61_S59	Contig	22656	1666578	132	NULL	Generic	PRJEB10936	SAMEA3556563	NULL	2010	1	2506808	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088771.1	2015-10-22	197	CZJM	CZJM00000000.1
PDT000088772.1|SAMEA3556537|GCA_001407755.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407755.1	33_S32	Contig	89738	1713693	59	NULL	Generic	PRJEB10936	SAMEA3556537	NULL	2010	1	2506828	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088772.1	2015-10-22	197	CZIT	CZIT00000000.1
PDT000088773.1|SAMEA3556519|GCA_001407775.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407775.1	16_S15	Contig	79662	1713748	75	NULL	Generic	PRJEB10936	SAMEA3556519	NULL	2010	1	2506848	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088773.1	2015-10-22	197	CZIB	CZIB00000000.1
PDT000088774.1|SAMEA3556507|GCA_001407795.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407795.1	3_S3	Contig	30488	1710943	114	NULL	Generic	PRJEB10936	SAMEA3556507	NULL	2010	1	2506868	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088774.1	2015-10-22	197	CZII	CZII00000000.1
PDT000088775.1|SAMEA3556523|GCA_001407815.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407815.1	20_S19	Contig	38137	1762701	125	NULL	Generic	PRJEB10936	SAMEA3556523	NULL	2010	1	2506888	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088775.1	2015-10-22	197	CZHJ	CZHJ00000000.1
PDT000088776.1|SAMEA3556545|GCA_001407855.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407855.1	42_S40	Contig	64352	1654296	61	NULL	Generic	PRJEB10936	SAMEA3556545	NULL	2010	1	2506928	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088776.1	2015-10-22	197	CZIC	CZIC00000000.1
PDT000088777.1|SAMEA3556548|GCA_001407895.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407895.1	45_S43	Contig	51122	1640738	66	NULL	Generic	PRJEB10936	SAMEA3556548	NULL	2010	1	2506968	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088777.1	2015-10-22	197	CZHO	CZHO00000000.1
PDT000088778.1|SAMEA3556513|GCA_001407915.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407915.1	10_S9	Contig	76850	1612167	44	NULL	Generic	PRJEB10936	SAMEA3556513	NULL	2010	1	2506988	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088778.1	2015-10-22	197	CZHZ	CZHZ00000000.1
PDT000088779.1|SAMEA3556554|GCA_001407935.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407935.1	52_S50	Contig	96994	1655267	53	NULL	Generic	PRJEB10936	SAMEA3556554	NULL	2010	1	2507008	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088779.1	2015-10-22	197	CZJD	CZJD00000000.1
PDT000088780.1|SAMEA3556520|GCA_001407955.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407955.1	17_S16	Contig	115542	1671122	59	NULL	Generic	PRJEB10936	SAMEA3556520	NULL	2010	1	2507028	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088780.1	2015-10-22	197	CZHY	CZHY00000000.1
PDT000088781.1|SAMEA3556535|GCA_001407975.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407975.1	31_S30	Contig	71198	1611175	66	NULL	Generic	PRJEB10936	SAMEA3556535	NULL	2010	1	2507048	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088781.1	2015-10-22	197	CZHP	CZHP00000000.1
PDT000088782.1|SAMEA3556555|GCA_001407995.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407995.1	53_S51	Contig	78582	1587539	45	NULL	Generic	PRJEB10936	SAMEA3556555	NULL	2010	1	2507068	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088782.1	2015-10-22	197	CZJE	CZJE00000000.1
PDT000088783.1|SAMEA3556559|GCA_001408015.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408015.1	57_S55	Contig	33721	1656898	94	NULL	Generic	PRJEB10936	SAMEA3556559	NULL	2010	1	2507088	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088783.1	2015-10-22	197	CZJH	CZJH00000000.1
PDT000088784.1|SAMEA3556526|GCA_001408035.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408035.1	22_S21	Contig	62559	1769764	92	NULL	Generic	PRJEB10936	SAMEA3556526	NULL	2010	1	2507108	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088784.1	2015-10-22	197	CZJB	CZJB00000000.1
PDT000088785.1|SAMEA3556540|GCA_001408055.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408055.1	36_S35	Contig	24804	1772079	193	NULL	Generic	PRJEB10936	SAMEA3556540	NULL	2010	1	2507128	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088785.1	2015-10-22	197	CZHL	CZHL00000000.1
PDT000088786.1|SAMEA3556558|GCA_001408075.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408075.1	56_S54	Contig	16000	1592069	188	NULL	Generic	PRJEB10936	SAMEA3556558	NULL	2010	1	2507148	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088786.1	2015-10-22	197	CZJJ	CZJJ00000000.1
PDT000088787.1|SAMEA3556536|GCA_001408095.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408095.1	32_S31	Contig	55913	1636167	66	NULL	Generic	PRJEB10936	SAMEA3556536	NULL	2010	1	2507168	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088787.1	2015-10-22	197	CZIV	CZIV00000000.1
PDT000088788.1|SAMEA3556560|GCA_001408115.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408115.1	58_S56	Contig	36135	1754189	125	NULL	Generic	PRJEB10936	SAMEA3556560	NULL	2010	1	2507188	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088788.1	2015-10-22	197	CZJG	CZJG00000000.1
PDT000088789.1|SAMEA3556534|GCA_001408135.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408135.1	30_S29	Contig	40304	1676062	89	NULL	Generic	PRJEB10936	SAMEA3556534	NULL	2010	1	2507208	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088789.1	2015-10-22	197	CZIG	CZIG00000000.1
PDT000088790.1|SAMEA3556527|GCA_001408155.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408155.1	23_S22	Contig	98282	1648354	44	NULL	Generic	PRJEB10936	SAMEA3556527	NULL	2010	1	2507228	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088790.1	2015-10-22	197	CZHX	CZHX00000000.1
PDT000088791.1|SAMEA3556533|GCA_001408175.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408175.1	29_S28	Contig	26237	1654780	129	NULL	Generic	PRJEB10936	SAMEA3556533	NULL	2010	1	2507248	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088791.1	2015-10-22	197	CZID	CZID00000000.1
PDT000088792.1|SAMEA3556529|GCA_001408195.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408195.1	25_S24	Contig	11913	1684579	301	NULL	Generic	PRJEB10936	SAMEA3556529	NULL	2010	1	2507268	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088792.1	2015-10-22	197	CZIX	CZIX00000000.1
PDT000088793.1|SAMEA3556511|GCA_001408215.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408215.1	8_S7	Contig	40394	1607721	92	NULL	Generic	PRJEB10936	SAMEA3556511	NULL	2010	1	2507288	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088793.1	2015-10-22	197	CZHN	CZHN00000000.1
PDT000088794.1|SAMEA3556514|GCA_001408235.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001408235.1	11_S10	Contig	34498	1614704	104	NULL	Generic	PRJEB10936	SAMEA3556514	NULL	2010	1	2507308	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088794.1	2015-10-22	197	CZIO	CZIO00000000.1
PDT000092337.1|SAMN03838469|GCA_001412295.1|Campylobacter jejuni|||CJM1cam|MIGS Cultured Bacterial/Archaeal	0	NULL	NULL	NULL	NULL	NULL	GCA_001412295.1	ASM141229v1	Complete Genome	1616662	1616662	1	NULL	MIGS Cultured Bacterial/Archaeal	PRJNA288802	SAMN03838469	NULL	missing	1	2512228	United Kingdom	Homo sapiens	NULL	NULL	missing	NULL	Campylobacter jejuni CJM1cam	Campylobacter jejuni	NULL	197	NULL	NULL	CJM1cam	NULL	PDT000092337.1	2015-10-26	197	NULL	NULL
PDT000092403.1|SAMN03344561|GCA_001416835.1|Campylobacter jejuni|||CVM N51684|Pathogen: environmental/food/other	0	NULL	NULL	NULL	NULL	NULL	GCA_001416835.1	ASM141683v1	Contig	156057	1770967	71	CLC Genomics Workbench v. 6.0.2	Pathogen: environmental/food/other	PRJNA242329	SAMN03344561	FDA	2013	1	2534568	USA	NULL	NULL	Chicken Breast	missing	NULL	CVM N51684	Campylobacter jejuni	NULL	197	NULL	NULL	CVM N51684	NULL	PDT000092403.1	2015-10-27	197	LBED	LBED00000000.1
PDT000092404.1|SAMN03344551|GCA_001417165.1|Campylobacter jejuni|||CVM N42547|Pathogen: environmental/food/other	0	NULL	NULL	NULL	NULL	NULL	GCA_001417165.1	ASM141716v1	Contig	103249	1730271	55	CLC Genomics Workbench v. 6.0.2	Pathogen: environmental/food/other	PRJNA242329	SAMN03344551	FDA	2012	1	2534858	USA	NULL	NULL	Chicken Breast	missing	NULL	CVM N42547	Campylobacter jejuni	NULL	197	NULL	NULL	CVM N42547	NULL	PDT000092404.1	2015-10-27	197	LBEN	LBEN00000000.1
